TRANSACTION_ID,USER_ID,AMOUNT,CATEGORY,LOCATION,TRANSACTION_DATE
7AD404799C00_045,USER_045,280.47,Gas Stations,"Dallas, TX",2026-01-09T23:26:33
9215C13DE7FC_017,USER_017,185.95,Gas Stations,"Miami, FL",2026-01-10T00:43:19
E7643EF0E4F9_047,USER_047,418.46,Jewelry,"Houston, TX",2026-01-10T00:54:41
2BE1051586FD_048,USER_048,229.64,Gas Stations,"Miami, FL",2026-01-10T00:55:33
2BE1051586FD_038,USER_038,244.86,Gas Stations,"Miami, FL",2026-01-10T00:55:33
2BE1051586FD_028,USER_028,270.57,Gas Stations,"Miami, FL",2026-01-10T00:55:33
E19D9DEF67CF_036,USER_036,58.81,Retail,"Miami, FL",2026-01-10T01:18:46
78FFE86E1AE0_047,USER_047,441.29,Jewelry,"San Francisco, CA",2026-01-10T01:25:34
702FEFE19C76,USER_003,766.42,Retail,"Denver, CO",2026-01-10T01:47:09
9EBFD8C9FF94_038,USER_038,98.6,Gas Stations,"Atlanta, GA",2026-01-10T01:49:21
4E2D19E3A0EB_045,USER_045,186.52,Jewelry,"Denver, CO",2026-01-10T01:53:08
648ABA6A0582_045,USER_045,107.83,Retail,"Chicago, IL",2026-01-10T02:07:34
C7CA1E8B79B4_014,USER_014,113.31,Jewelry,"Seattle, WA",2026-01-10T02:35:03
FCFEEA607317_042,USER_042,394.25,Electronics,"Seattle, WA",2026-01-10T02:36:00
CA5AB34135E2_044,USER_044,88.93,Jewelry,"Dallas, TX",2026-01-10T02:43:33
0CECD20DE8B8_026,USER_026,135.8,Grocery,"Denver, CO",2026-01-10T02:43:48
7D3EDCE1C207_012,USER_012,145.03,Jewelry,"Dallas, TX",2026-01-10T03:20:15
C7CA1E8B79B4,USER_004,106.56,Jewelry,"Seattle, WA",2026-01-10T03:35:03
43D6CF00CC92_043,USER_043,587.77,Retail,"Phoenix, AZ",2026-01-10T03:39:57
0CECD20DE8B8_036,USER_036,139.51,Grocery,"Denver, CO",2026-01-10T03:43:48
2BE1051586FD,USER_008,253.07,Gas Stations,"Miami, FL",2026-01-10T03:55:33
BD42BFB878E8_031,USER_031,53.17,Jewelry,"Boston, MA",2026-01-10T04:22:37
699198958241_032,USER_032,179.46,Coffee Shops,"Dallas, TX",2026-01-10T04:24:05
4388A4DC5943_023,USER_023,1249.24,Retail,"Atlanta, GA",2026-01-10T04:37:31
DF301E023316_023,USER_023,684.74,Retail,"Atlanta, GA",2026-01-10T04:41:17
CE2BDAF59C5F_042,USER_042,90.2,Coffee Shops,"Seattle, WA",2026-01-10T04:45:42
36A9ECA3EF2F_030,USER_030,339.31,Gas Stations,"Atlanta, GA",2026-01-10T04:47:18
ED3E196B0079_025,USER_025,244.87,Gas Stations,"Seattle, WA",2026-01-10T05:16:16
908745130FBE_018,USER_018,196.76,Gas Stations,"Miami, FL",2026-01-10T05:29:22
0CECD20DE8B8,USER_006,143.09,Grocery,"Denver, CO",2026-01-10T05:43:48
F8B0B4673D64_030,USER_030,274.89,Grocery,"New York, NY",2026-01-10T06:24:45
702FEFE19C76_013,USER_013,760.66,Retail,"Denver, CO",2026-01-10T06:47:09
9EBFD8C9FF94_048,USER_048,113.47,Gas Stations,"Atlanta, GA",2026-01-10T06:49:21
EBBA8C751FD5_021,USER_021,87.52,Jewelry,"New York, NY",2026-01-10T07:13:32
95F093A1699F,USER_007,307.28,Jewelry,"Houston, TX",2026-01-10T07:17:08
7D3EDCE1C207_022,USER_022,138.32,Jewelry,"Dallas, TX",2026-01-10T07:20:15
7D3EDCE1C207_032,USER_032,136.23,Jewelry,"Dallas, TX",2026-01-10T07:20:15
699198958241,USER_002,176.89,Coffee Shops,"Dallas, TX",2026-01-10T07:24:05
699198958241_022,USER_022,175.78,Coffee Shops,"Dallas, TX",2026-01-10T07:24:05
09474A29A0CA,USER_008,132.71,Jewelry,"Miami, FL",2026-01-10T07:28:17
570B93E111A2_039,USER_039,78.99,Clothing,"Denver, CO",2026-01-10T07:29:57
9EBFD8C9FF94_018,USER_018,109.49,Gas Stations,"Atlanta, GA",2026-01-10T07:49:21
648ABA6A0582,USER_005,117.62,Retail,"Chicago, IL",2026-01-10T08:07:34
EBBA8C751FD5_011,USER_011,91.94,Jewelry,"New York, NY",2026-01-10T08:13:32
7D3EDCE1C207_042,USER_042,134.9,Jewelry,"Dallas, TX",2026-01-10T08:20:15
5661110AB7A3,USER_007,99.66,Jewelry,"Chicago, IL",2026-01-10T08:26:41
09474A29A0CA_038,USER_038,144.41,Jewelry,"Miami, FL",2026-01-10T08:28:17
3CAF238B3A64_031,USER_031,64.49,Jewelry,"Houston, TX",2026-01-10T08:40:07
4E2D19E3A0EB_015,USER_015,184.24,Jewelry,"Denver, CO",2026-01-10T08:53:08
E727BF0E1CD9_026,USER_026,164.91,Retail,"Denver, CO",2026-01-10T09:09:06
E727BF0E1CD9_046,USER_046,150.92,Retail,"Denver, CO",2026-01-10T09:09:06
95F093A1699F_017,USER_017,290.07,Jewelry,"Houston, TX",2026-01-10T09:17:08
43D6CF00CC92,USER_003,569.71,Retail,"Phoenix, AZ",2026-01-10T09:39:57
43D6CF00CC92_023,USER_023,615.05,Retail,"Phoenix, AZ",2026-01-10T09:39:57
1ED486A8235F_026,USER_026,94.06,Electronics,"Denver, CO",2026-01-10T09:46:45
9EBFD8C9FF94,USER_008,103.96,Gas Stations,"Atlanta, GA",2026-01-10T09:49:21
B2D9630A7CEB_029,USER_029,124.19,Grocery,"Los Angeles, CA",2026-01-10T09:59:25
B2D9630A7CEB_039,USER_039,127.12,Grocery,"Los Angeles, CA",2026-01-10T09:59:25
C6992C1A1CDC_037,USER_037,410.79,Retail,"New York, NY",2026-01-10T10:06:56
648ABA6A0582_035,USER_035,120.5,Retail,"Chicago, IL",2026-01-10T10:07:34
EBBA8C751FD5_041,USER_041,84.56,Jewelry,"New York, NY",2026-01-10T10:13:32
ED3E196B0079_045,USER_045,241.7,Gas Stations,"Seattle, WA",2026-01-10T10:16:16
BD42BFB878E8_041,USER_041,51.46,Jewelry,"Boston, MA",2026-01-10T10:22:37
5661110AB7A3_037,USER_037,107.09,Jewelry,"Chicago, IL",2026-01-10T10:26:41
4388A4DC5943_043,USER_043,1397.12,Retail,"Atlanta, GA",2026-01-10T10:37:31
1ED486A8235F_016,USER_016,94.82,Electronics,"Denver, CO",2026-01-10T10:46:45
3927566C4F4E_046,USER_046,132.69,Restaurants,"Miami, FL",2026-01-10T11:14:08
95F093A1699F_047,USER_047,321.62,Jewelry,"Houston, TX",2026-01-10T11:17:08
3CAF238B3A64_041,USER_041,61.45,Jewelry,"Houston, TX",2026-01-10T11:40:07
CA5AB34135E2,USER_004,81.01,Jewelry,"Dallas, TX",2026-01-10T11:43:33
CA5AB34135E2_034,USER_034,85.79,Jewelry,"Dallas, TX",2026-01-10T11:43:33
CE2BDAF59C5F,USER_002,96.74,Coffee Shops,"Seattle, WA",2026-01-10T11:45:42
36A9ECA3EF2F,USER_010,333.47,Gas Stations,"Atlanta, GA",2026-01-10T11:47:18
4E2D19E3A0EB,USER_005,191.5,Jewelry,"Denver, CO",2026-01-10T11:53:08
EBBA8C751FD5_031,USER_031,83.68,Jewelry,"New York, NY",2026-01-10T12:13:32
95F093A1699F_037,USER_037,288.49,Jewelry,"Houston, TX",2026-01-10T12:17:08
5661110AB7A3_027,USER_027,97.55,Jewelry,"Chicago, IL",2026-01-10T12:26:41
3CAF238B3A64_021,USER_021,62.7,Jewelry,"Houston, TX",2026-01-10T12:40:07
3CAF238B3A64_011,USER_011,59.25,Jewelry,"Houston, TX",2026-01-10T12:40:07
4E2D19E3A0EB_035,USER_035,193.4,Jewelry,"Denver, CO",2026-01-10T12:53:08
648ABA6A0582_025,USER_025,124.73,Retail,"Chicago, IL",2026-01-10T13:07:34
3927566C4F4E_016,USER_016,135.87,Restaurants,"Miami, FL",2026-01-10T13:14:08
C42659B2AD49_038,USER_038,173.85,Gas Stations,"Miami, FL",2026-01-10T13:25:08
5661110AB7A3_047,USER_047,92.93,Jewelry,"Chicago, IL",2026-01-10T13:26:41
C7CA1E8B79B4_024,USER_024,109.43,Jewelry,"Seattle, WA",2026-01-10T13:35:03
36A9ECA3EF2F_050,USER_050,349.99,Gas Stations,"Atlanta, GA",2026-01-10T13:47:18
2BE1051586FD_018,USER_018,248.25,Gas Stations,"Miami, FL",2026-01-10T13:55:33
905E3BE153F9_031,USER_031,58.43,Clothing,"New York, NY",2026-01-10T13:55:54
A2E5CD939C1B_029,USER_029,123.61,Electronics,"Chicago, IL",2026-01-10T14:08:20
BD42BFB878E8,USER_001,49.26,Jewelry,"Boston, MA",2026-01-10T14:22:37
09474A29A0CA_048,USER_048,126.95,Jewelry,"Miami, FL",2026-01-10T14:28:17
C7CA1E8B79B4_034,USER_034,97.62,Jewelry,"Seattle, WA",2026-01-10T14:35:03
42FD73EAF61C_038,USER_038,198.1,Gas Stations,"San Francisco, CA",2026-01-10T14:44:12
905E3BE153F9_011,USER_011,60.43,Clothing,"New York, NY",2026-01-10T14:55:54
C6992C1A1CDC_017,USER_017,410.08,Retail,"New York, NY",2026-01-10T15:06:56
C6992C1A1CDC_047,USER_047,366.68,Retail,"New York, NY",2026-01-10T15:06:56
E727BF0E1CD9_016,USER_016,143.93,Retail,"Denver, CO",2026-01-10T15:09:06
7D3EDCE1C207,USER_002,135.48,Jewelry,"Dallas, TX",2026-01-10T15:20:15
BD42BFB878E8_021,USER_021,45.07,Jewelry,"Boston, MA",2026-01-10T15:22:37
F8B0B4673D64_040,USER_040,259.08,Grocery,"New York, NY",2026-01-10T15:24:45
4388A4DC5943,USER_003,1379.38,Retail,"Atlanta, GA",2026-01-10T15:37:31
DF301E023316_013,USER_013,641.04,Retail,"Atlanta, GA",2026-01-10T15:41:17
36A9ECA3EF2F_020,USER_020,336.63,Gas Stations,"Atlanta, GA",2026-01-10T15:47:18
B2D9630A7CEB_049,USER_049,113.89,Grocery,"Los Angeles, CA",2026-01-10T15:59:25
ED3E196B0079_015,USER_015,222.08,Gas Stations,"Seattle, WA",2026-01-10T16:16:16
1A390284164B,USER_008,156.68,Coffee Shops,"Phoenix, AZ",2026-01-10T16:23:04
699198958241_042,USER_042,178.22,Coffee Shops,"Dallas, TX",2026-01-10T16:24:05
F8B0B4673D64_020,USER_020,287.84,Grocery,"New York, NY",2026-01-10T16:24:45
C42659B2AD49_048,USER_048,163.55,Gas Stations,"Miami, FL",2026-01-10T16:25:08
43D6CF00CC92_033,USER_033,514.35,Retail,"Phoenix, AZ",2026-01-10T16:39:57
3CAF238B3A64,USER_001,59.04,Jewelry,"Houston, TX",2026-01-10T16:40:07
DF301E023316,USER_003,683.08,Retail,"Atlanta, GA",2026-01-10T16:41:17
CE2BDAF59C5F_012,USER_012,91.71,Coffee Shops,"Seattle, WA",2026-01-10T16:45:42
CE2BDAF59C5F_032,USER_032,89.35,Coffee Shops,"Seattle, WA",2026-01-10T16:45:42
1ED486A8235F,USER_006,87.86,Electronics,"Denver, CO",2026-01-10T16:46:45
648ABA6A0582_015,USER_015,124.39,Retail,"Chicago, IL",2026-01-10T17:07:34
EBBA8C751FD5,USER_001,86.69,Jewelry,"New York, NY",2026-01-10T17:13:32
ED3E196B0079,USER_005,224.51,Gas Stations,"Seattle, WA",2026-01-10T17:16:16
699198958241_012,USER_012,176.19,Coffee Shops,"Dallas, TX",2026-01-10T17:24:05
F8B0B4673D64,USER_010,286.9,Grocery,"New York, NY",2026-01-10T17:24:45
09474A29A0CA_028,USER_028,124.2,Jewelry,"Miami, FL",2026-01-10T17:28:17
CA5AB34135E2_014,USER_014,86.69,Jewelry,"Dallas, TX",2026-01-10T17:43:33
9EBFD8C9FF94_028,USER_028,101.23,Gas Stations,"Atlanta, GA",2026-01-10T17:49:21
83193B51B7EC_040,USER_040,192.28,Coffee Shops,"Atlanta, GA",2026-01-10T17:56:40
B2D9630A7CEB,USER_009,117.09,Grocery,"Los Angeles, CA",2026-01-10T17:59:25
A2E5CD939C1B,USER_009,115.09,Electronics,"Chicago, IL",2026-01-10T18:08:20
E727BF0E1CD9,USER_006,158.41,Retail,"Denver, CO",2026-01-10T18:09:06
1A390284164B_018,USER_018,150.92,Coffee Shops,"Phoenix, AZ",2026-01-10T18:23:04
570B93E111A2,USER_009,73.88,Clothing,"Denver, CO",2026-01-10T18:29:57
F16F606A8821_035,USER_035,309.27,Clothing,"Seattle, WA",2026-01-10T18:42:37
1ED486A8235F_036,USER_036,84.2,Electronics,"Denver, CO",2026-01-10T18:46:45
36A9ECA3EF2F_040,USER_040,345.68,Gas Stations,"Atlanta, GA",2026-01-10T18:47:18
905E3BE153F9_041,USER_041,58.66,Clothing,"New York, NY",2026-01-10T18:55:54
C6992C1A1CDC,USER_007,404.7,Retail,"New York, NY",2026-01-10T19:06:56
3927566C4F4E_036,USER_036,151.14,Restaurants,"Miami, FL",2026-01-10T19:14:08
43D6CF00CC92_013,USER_013,526.36,Retail,"Phoenix, AZ",2026-01-10T19:39:57
FDECD88482A1_043,USER_043,584.57,Retail,"Seattle, WA",2026-01-10T19:41:51
4E2D19E3A0EB_025,USER_025,199.49,Jewelry,"Denver, CO",2026-01-10T19:53:08
A2E5CD939C1B_019,USER_019,118.63,Electronics,"Chicago, IL",2026-01-10T20:08:20
E727BF0E1CD9_036,USER_036,164.85,Retail,"Denver, CO",2026-01-10T20:09:06
3927566C4F4E,USER_006,140.56,Restaurants,"Miami, FL",2026-01-10T20:14:08
1502F98C202D_030,USER_030,413.48,Gas Stations,"San Francisco, CA",2026-01-10T20:14:59
1A390284164B_038,USER_038,164.41,Coffee Shops,"Phoenix, AZ",2026-01-10T20:23:04
38EA767B1117,USER_004,22.1,Jewelry,"Seattle, WA",2026-01-10T20:52:19
905E3BE153F9,USER_001,60.51,Clothing,"New York, NY",2026-01-10T20:55:54
B2D9630A7CEB_019,USER_019,125.92,Grocery,"Los Angeles, CA",2026-01-10T20:59:25
1A390284164B_048,USER_048,159.54,Coffee Shops,"Phoenix, AZ",2026-01-10T21:23:04
C42659B2AD49,USER_008,179.82,Gas Stations,"Miami, FL",2026-01-10T21:25:08
570B93E111A2_019,USER_019,66.7,Clothing,"Denver, CO",2026-01-10T21:29:57
FDECD88482A1_013,USER_013,579.98,Retail,"Seattle, WA",2026-01-10T21:41:51
CA5AB34135E2_024,USER_024,89.1,Jewelry,"Dallas, TX",2026-01-10T21:43:33
38EA767B1117_044,USER_044,21.42,Jewelry,"Seattle, WA",2026-01-10T21:52:19
38EA767B1117_014,USER_014,23.83,Jewelry,"Seattle, WA",2026-01-10T21:52:19
BD42BFB878E8_011,USER_011,53.89,Jewelry,"Boston, MA",2026-01-10T22:22:37
42FD73EAF61C_018,USER_018,200.84,Gas Stations,"San Francisco, CA",2026-01-10T22:44:12
CE2BDAF59C5F_022,USER_022,95.65,Coffee Shops,"Seattle, WA",2026-01-10T22:45:42
504832B42CC9_046,USER_046,82.28,Grocery,"Miami, FL",2026-01-10T22:49:34
C6992C1A1CDC_027,USER_027,408.33,Retail,"New York, NY",2026-01-10T23:06:56
A2E5CD939C1B_039,USER_039,124.1,Electronics,"Chicago, IL",2026-01-10T23:08:20
4388A4DC5943_013,USER_013,1276.59,Retail,"Atlanta, GA",2026-01-10T23:37:31
F16F606A8821,USER_005,310.19,Clothing,"Seattle, WA",2026-01-10T23:42:37
504832B42CC9_016,USER_016,92.49,Grocery,"Miami, FL",2026-01-10T23:49:34
ED3E196B0079_035,USER_035,246.07,Gas Stations,"Seattle, WA",2026-01-11T00:16:16
F2BF99E99FF3_044,USER_044,120.57,Clothing,"Seattle, WA",2026-01-11T00:31:07
EE7D219D1EE1_019,USER_019,125.06,Clothing,"Los Angeles, CA",2026-01-11T00:32:02
4388A4DC5943_033,USER_033,1290.03,Retail,"Atlanta, GA",2026-01-11T00:37:31
38EA767B1117_024,USER_024,21.72,Jewelry,"Seattle, WA",2026-01-11T00:52:19
83193B51B7EC_050,USER_050,196.49,Coffee Shops,"Atlanta, GA",2026-01-11T00:56:40
1A390284164B_028,USER_028,171.64,Coffee Shops,"Phoenix, AZ",2026-01-11T01:23:04
F8B0B4673D64_050,USER_050,270.38,Grocery,"New York, NY",2026-01-11T01:24:45
EE7D219D1EE1_029,USER_029,123.85,Clothing,"Los Angeles, CA",2026-01-11T01:32:02
D98609A13325_037,USER_037,691.78,Retail,"Miami, FL",2026-01-11T01:46:53
C361070BA562_039,USER_039,86.4,Electronics,"Denver, CO",2026-01-11T02:01:46
1502F98C202D,USER_010,441.42,Gas Stations,"San Francisco, CA",2026-01-11T02:14:59
570B93E111A2_049,USER_049,76.74,Clothing,"Denver, CO",2026-01-11T02:29:57
DF301E023316_043,USER_043,701.83,Retail,"Atlanta, GA",2026-01-11T02:41:17
42FD73EAF61C,USER_008,183.0,Gas Stations,"San Francisco, CA",2026-01-11T02:44:12
D98609A13325_017,USER_017,621.29,Retail,"Miami, FL",2026-01-11T02:46:53
C42659B2AD49_028,USER_028,182.25,Gas Stations,"Miami, FL",2026-01-11T03:25:08
485002B33F60_027,USER_027,403.47,Grocery,"Houston, TX",2026-01-11T03:29:49
570B93E111A2_029,USER_029,76.94,Clothing,"Denver, CO",2026-01-11T03:29:57
DF301E023316_033,USER_033,684.97,Retail,"Atlanta, GA",2026-01-11T03:41:17
1ED486A8235F_046,USER_046,94.15,Electronics,"Denver, CO",2026-01-11T03:46:45
83193B51B7EC,USER_010,183.68,Coffee Shops,"Atlanta, GA",2026-01-11T03:56:40
FDECD88482A1,USER_003,573.94,Retail,"Seattle, WA",2026-01-11T04:41:51
F16F606A8821_025,USER_025,297.11,Clothing,"Seattle, WA",2026-01-11T04:42:37
D98609A13325_047,USER_047,580.09,Retail,"Miami, FL",2026-01-11T04:46:53
38EA767B1117_034,USER_034,23.47,Jewelry,"Seattle, WA",2026-01-11T04:52:19
905E3BE153F9_021,USER_021,56.46,Clothing,"New York, NY",2026-01-11T04:55:54
C361070BA562_049,USER_049,85.45,Electronics,"Denver, CO",2026-01-11T05:01:46
0CAA3D7D83E4_035,USER_035,123.64,Jewelry,"Chicago, IL",2026-01-11T05:05:24
A2E5CD939C1B_049,USER_049,123.45,Electronics,"Chicago, IL",2026-01-11T05:08:20
5489D71AECCF_012,USER_012,107.53,Electronics,"Miami, FL",2026-01-11T05:21:40
1502F98C202D_040,USER_040,401.71,Gas Stations,"San Francisco, CA",2026-01-11T06:14:59
99B491E743A4_035,USER_035,197.69,Gas Stations,"Houston, TX",2026-01-11T06:25:24
EE7D219D1EE1,USER_009,131.31,Clothing,"Los Angeles, CA",2026-01-11T06:32:02
F16F606A8821_015,USER_015,305.1,Clothing,"Seattle, WA",2026-01-11T06:42:37
7A97F3F70E6E_026,USER_026,297.36,Grocery,"Miami, FL",2026-01-11T06:47:33
7A97F3F70E6E,USER_006,284.7,Grocery,"Miami, FL",2026-01-11T06:47:33
0CAA3D7D83E4_045,USER_045,122.08,Jewelry,"Chicago, IL",2026-01-11T07:05:24
3927566C4F4E_026,USER_026,139.04,Restaurants,"Miami, FL",2026-01-11T07:14:08
C42659B2AD49_018,USER_018,163.75,Gas Stations,"Miami, FL",2026-01-11T07:25:08
99B491E743A4_015,USER_015,182.83,Gas Stations,"Houston, TX",2026-01-11T07:25:24
D98609A13325,USER_007,643.78,Retail,"Miami, FL",2026-01-11T07:46:53
504832B42CC9,USER_006,87.69,Grocery,"Miami, FL",2026-01-11T07:49:34
83193B51B7EC_030,USER_030,186.58,Coffee Shops,"Atlanta, GA",2026-01-11T07:56:40
1502F98C202D_050,USER_050,467.54,Gas Stations,"San Francisco, CA",2026-01-11T08:14:59
5489D71AECCF_042,USER_042,99.16,Electronics,"Miami, FL",2026-01-11T08:21:40
D98609A13325_027,USER_027,651.65,Retail,"Miami, FL",2026-01-11T08:46:53
7A97F3F70E6E_046,USER_046,300.53,Grocery,"Miami, FL",2026-01-11T08:47:33
0CAA3D7D83E4,USER_005,116.62,Jewelry,"Chicago, IL",2026-01-11T09:05:24
BD99D6B5DF1C_029,USER_029,72.39,Retail,"Seattle, WA",2026-01-11T09:12:52
EE7D219D1EE1_039,USER_039,119.84,Clothing,"Los Angeles, CA",2026-01-11T09:32:02
EE7D219D1EE1_049,USER_049,131.87,Clothing,"Los Angeles, CA",2026-01-11T09:32:02
F16F606A8821_045,USER_045,323.81,Clothing,"Seattle, WA",2026-01-11T09:42:37
42FD73EAF61C_048,USER_048,173.89,Gas Stations,"San Francisco, CA",2026-01-11T09:44:12
7A97F3F70E6E_036,USER_036,277.81,Grocery,"Miami, FL",2026-01-11T09:47:33
7A97F3F70E6E_016,USER_016,274.52,Grocery,"Miami, FL",2026-01-11T09:47:33
F2BF99E99FF3,USER_004,116.89,Clothing,"Seattle, WA",2026-01-11T10:31:07
FDECD88482A1_023,USER_023,518.62,Retail,"Seattle, WA",2026-01-11T10:41:51
42FD73EAF61C_028,USER_028,185.6,Gas Stations,"San Francisco, CA",2026-01-11T10:44:12
83193B51B7EC_020,USER_020,168.53,Coffee Shops,"Atlanta, GA",2026-01-11T10:56:40
C361070BA562_019,USER_019,95.22,Electronics,"Denver, CO",2026-01-11T11:01:46
99B491E743A4,USER_005,190.03,Gas Stations,"Houston, TX",2026-01-11T11:25:24
485002B33F60,USER_007,424.0,Grocery,"Houston, TX",2026-01-11T11:29:49
0CAA3D7D83E4_025,USER_025,116.97,Jewelry,"Chicago, IL",2026-01-11T12:05:24
1502F98C202D_020,USER_020,476.61,Gas Stations,"San Francisco, CA",2026-01-11T12:14:59
485002B33F60_017,USER_017,387.31,Grocery,"Houston, TX",2026-01-11T12:29:49
514789E63F7E_039,USER_039,109.38,Electronics,"Chicago, IL",2026-01-11T12:53:10
514789E63F7E_029,USER_029,127.31,Electronics,"Chicago, IL",2026-01-11T12:53:10
0B98FB734C2C_035,USER_035,90.29,Clothing,"Chicago, IL",2026-01-11T13:18:35
485002B33F60_037,USER_037,418.23,Grocery,"Houston, TX",2026-01-11T13:29:49
504832B42CC9_036,USER_036,81.31,Grocery,"Miami, FL",2026-01-11T13:49:34
C361070BA562,USER_009,87.41,Electronics,"Denver, CO",2026-01-11T14:01:46
A2C41A6E8DB7_042,USER_042,88.92,Electronics,"Boston, MA",2026-01-11T14:22:51
99B491E743A4_025,USER_025,179.59,Gas Stations,"Houston, TX",2026-01-11T14:25:24
485002B33F60_047,USER_047,448.71,Grocery,"Houston, TX",2026-01-11T14:29:49
FDECD88482A1_033,USER_033,600.95,Retail,"Seattle, WA",2026-01-11T14:41:51
514789E63F7E_049,USER_049,128.14,Electronics,"Chicago, IL",2026-01-11T14:53:10
0CAA3D7D83E4_015,USER_015,125.94,Jewelry,"Chicago, IL",2026-01-11T15:05:24
5489D71AECCF,USER_002,98.31,Electronics,"Miami, FL",2026-01-11T15:21:40
D0162747F1C8_031,USER_031,286.55,Restaurants,"Houston, TX",2026-01-11T15:27:05
F2BF99E99FF3_024,USER_024,111.35,Clothing,"Seattle, WA",2026-01-11T15:31:07
504832B42CC9_026,USER_026,89.72,Grocery,"Miami, FL",2026-01-11T15:49:34
99B491E743A4_045,USER_045,205.02,Gas Stations,"Houston, TX",2026-01-11T16:25:24
2F641FD47174_022,USER_022,133.75,Coffee Shops,"Dallas, TX",2026-01-11T16:34:34
4749B6DF5E75_038,USER_038,46.21,Electronics,"Atlanta, GA",2026-01-11T16:48:32
0B98FB734C2C_025,USER_025,84.5,Clothing,"Chicago, IL",2026-01-11T17:18:35
C51653B3C9E5_032,USER_032,55.93,Coffee Shops,"Houston, TX",2026-01-11T17:27:12
3F376D290C2F_043,USER_043,789.73,Retail,"Dallas, TX",2026-01-11T17:30:59
F2BF99E99FF3_014,USER_014,126.32,Clothing,"Seattle, WA",2026-01-11T17:31:07
F2BF99E99FF3_034,USER_034,105.25,Clothing,"Seattle, WA",2026-01-11T17:31:07
2F641FD47174_042,USER_042,144.83,Coffee Shops,"Dallas, TX",2026-01-11T17:34:34
3CA72673E531_050,USER_050,717.94,Gas Stations,"Miami, FL",2026-01-11T17:37:47
C361070BA562_029,USER_029,93.08,Electronics,"Denver, CO",2026-01-11T18:01:46
5489D71AECCF_022,USER_022,95.68,Electronics,"Miami, FL",2026-01-11T18:21:40
A2C41A6E8DB7_012,USER_012,89.06,Electronics,"Boston, MA",2026-01-11T18:22:51
3F376D290C2F_013,USER_013,767.51,Retail,"Dallas, TX",2026-01-11T18:30:59
D0F8035A6906_045,USER_045,287.41,Clothing,"Chicago, IL",2026-01-11T18:31:54
D0F8035A6906_035,USER_035,284.49,Clothing,"Chicago, IL",2026-01-11T18:31:54
2F641FD47174_032,USER_032,144.35,Coffee Shops,"Dallas, TX",2026-01-11T18:34:34
93F538856D2A_013,USER_013,261.18,Retail,"Seattle, WA",2026-01-11T18:52:08
5489D71AECCF_032,USER_032,100.02,Electronics,"Miami, FL",2026-01-11T19:21:40
4749B6DF5E75,USER_008,48.36,Electronics,"Atlanta, GA",2026-01-11T19:48:32
A2C41A6E8DB7_032,USER_032,94.09,Electronics,"Boston, MA",2026-01-11T20:22:51
C51653B3C9E5_042,USER_042,53.48,Coffee Shops,"Houston, TX",2026-01-11T20:27:12
2F641FD47174,USER_002,135.44,Coffee Shops,"Dallas, TX",2026-01-11T20:34:34
826691E97090_013,USER_013,440.34,Retail,"Los Angeles, CA",2026-01-11T20:45:28
BD99D6B5DF1C,USER_009,75.1,Retail,"Seattle, WA",2026-01-11T21:12:52
A2C41A6E8DB7,USER_002,95.78,Electronics,"Boston, MA",2026-01-11T21:22:51
D0162747F1C8_041,USER_041,259.05,Restaurants,"Houston, TX",2026-01-11T21:27:05
C51653B3C9E5_022,USER_022,52.46,Coffee Shops,"Houston, TX",2026-01-11T21:27:12
C51653B3C9E5,USER_002,53.05,Coffee Shops,"Houston, TX",2026-01-11T21:27:12
514789E63F7E,USER_009,119.83,Electronics,"Chicago, IL",2026-01-11T21:53:10
54CD0D3FEEBC_035,USER_035,198.25,Clothing,"Seattle, WA",2026-01-11T22:05:41
54CD0D3FEEBC_025,USER_025,214.58,Clothing,"Seattle, WA",2026-01-11T22:05:41
54CD0D3FEEBC_045,USER_045,219.84,Clothing,"Seattle, WA",2026-01-11T22:05:41
BD99D6B5DF1C_049,USER_049,79.59,Retail,"Seattle, WA",2026-01-11T22:12:52
74FC68D9BC4E_034,USER_034,81.08,Jewelry,"Dallas, TX",2026-01-11T22:25:57
74FC68D9BC4E_014,USER_014,67.91,Jewelry,"Dallas, TX",2026-01-11T22:25:57
D0162747F1C8_021,USER_021,276.43,Restaurants,"Houston, TX",2026-01-11T22:27:05
3F376D290C2F_033,USER_033,774.85,Retail,"Dallas, TX",2026-01-11T22:30:59
4749B6DF5E75_028,USER_028,45.16,Electronics,"Atlanta, GA",2026-01-11T22:48:32
0B98FB734C2C,USER_005,84.25,Clothing,"Chicago, IL",2026-01-11T23:18:35
D0162747F1C8,USER_001,277.48,Restaurants,"Houston, TX",2026-01-11T23:27:05
4749B6DF5E75_048,USER_048,48.8,Electronics,"Atlanta, GA",2026-01-11T23:48:32
805E6DAF4095_015,USER_015,82.75,Gas Stations,"Miami, FL",2026-01-12T00:00:22
BD99D6B5DF1C_019,USER_019,68.64,Retail,"Seattle, WA",2026-01-12T00:12:52
0B98FB734C2C_015,USER_015,76.45,Clothing,"Chicago, IL",2026-01-12T00:18:35
0DD6E084FDCD_036,USER_036,125.05,Restaurants,"Miami, FL",2026-01-12T00:24:41
826691E97090_033,USER_033,473.68,Retail,"Los Angeles, CA",2026-01-12T00:45:28
93F538856D2A_043,USER_043,248.06,Retail,"Seattle, WA",2026-01-12T00:52:08
4749B6DF5E75_018,USER_018,47.06,Electronics,"Atlanta, GA",2026-01-12T01:48:32
